ROOM_ID,PROPERTY_ID,ROOM_TYPE
15420,1805,Kitchen
15421,1805,Balcony
15422,1805,Living Room
15423,1805,Study
15424,1805,Study
15425,1805,Study
15426,1805,Study
15427,1805,Dining Room
15428,1805,Bedroom
15429,1805,Bedroom
15430,1805,Dining Room
15431,1805,Bathroom
15432,1806,Living Room
15433,1806,Bedroom
15434,1806,Bedroom
15435,1806,Living Room
15436,1806,Guest Room
15437,1806,Living Room
15438,1806,Bedroom
15439,1806,Living Room
15440,1807,Guest Room
15441,1807,Study
15442,1807,Living Room
15443,1807,Bedroom
15444,1807,Balcony
15445,1807,Guest Room
15446,1808,Kitchen
15447,1808,Living Room
15448,1808,Dining Room
15449,1808,Living Room
15450,1808,Study
15451,1808,Kitchen
15452,1808,Bedroom
15453,1808,Bathroom
15454,1808,Bedroom
15455,1809,Dining Room
15456,1809,Kitchen
15457,1809,Living Room
15458,1809,Bedroom
15459,1809,Bedroom
15460,1809,Dining Room
15461,1809,Bathroom
15462,1809,Dining Room
15463,1809,Kitchen
15464,1809,Study
15465,1810,Bedroom
15466,1810,Kitchen
15467,1810,Balcony
15468,1810,Dining Room
15469,1810,Living Room
15470,1810,Kitchen
15471,1810,Bathroom
15472,1810,Kitchen
15473,1810,Guest Room
15474,1810,Living Room
15475,1811,Living Room
15476,1811,Bathroom
15477,1811,Kitchen
15478,1811,Study
15479,1811,Balcony
15480,1811,Living Room
15481,1812,Balcony
15482,1812,Bedroom
15483,1812,Guest Room
15484,1812,Kitchen
15485,1812,Living Room
15486,1812,Dining Room
15487,1812,Bedroom
15488,1812,Kitchen
15489,1812,Living Room
15490,1812,Kitchen
15491,1812,Study
15492,1812,Dining Room
15493,1813,Bathroom
15494,1813,Living Room
15495,1813,Bedroom
15496,1813,Bedroom
15497,1813,Bedroom
15498,1813,Dining Room
15499,1814,Balcony
15500,1814,Balcony
15501,1814,Living Room
15502,1814,Balcony
15503,1814,Bathroom
15504,1814,Guest Room
15505,1814,Guest Room
15506,1814,Bedroom
15507,1815,Bathroom
15508,1815,Bathroom
15509,1815,Study
15510,1815,Study
15511,1815,Bedroom
15512,1815,Dining Room
15513,1815,Living Room
15514,1815,Kitchen
15515,1816,Balcony
15516,1816,Study
15517,1816,Balcony
15518,1816,Balcony
15519,1816,Living Room
15520,1816,Dining Room
15521,1816,Balcony
15522,1817,Bedroom
15523,1817,Study
15524,1817,Bathroom
15525,1817,Bathroom
15526,1817,Dining Room
15527,1817,Kitchen
15528,1817,Kitchen
15529,1817,Bathroom
15530,1818,Bedroom
15531,1818,Study
15532,1818,Bathroom
15533,1818,Bathroom
15534,1818,Living Room
15535,1818,Balcony
15536,1818,Balcony
15537,1818,Bedroom
15538,1818,Living Room
15539,1818,Bedroom
15540,1818,Kitchen
15541,1819,Study
15542,1819,Dining Room
15543,1819,Balcony
15544,1819,Bathroom
15545,1819,Bedroom
15546,1819,Study
15547,1819,Bathroom
15548,1820,Guest Room
15549,1820,Kitchen
15550,1820,Balcony
15551,1820,Bathroom
15552,1820,Bathroom
15553,1820,Kitchen
15554,1820,Dining Room
15555,1820,Bedroom
15556,1820,Dining Room
15557,1820,Bedroom
15558,1821,Living Room
15559,1821,Living Room
15560,1821,Study
15561,1821,Study
15562,1821,Guest Room
15563,1822,Dining Room
15564,1822,Bathroom
15565,1822,Dining Room
15566,1822,Kitchen
15567,1822,Bathroom
15568,1822,Guest Room
15569,1823,Bathroom
15570,1823,Study
15571,1823,Dining Room
15572,1823,Bathroom
15573,1823,Kitchen
15574,1823,Bathroom
15575,1823,Bathroom
15576,1823,Balcony
15577,1823,Bathroom
15578,1823,Bathroom
15579,1823,Bedroom
15580,1824,Guest Room
15581,1824,Guest Room
15582,1824,Living Room
15583,1824,Study
15584,1824,Balcony
15585,1824,Bathroom
15586,1824,Study
15587,1824,Bedroom
15588,1824,Dining Room
15589,1824,Balcony
15590,1824,Study
15591,1825,Balcony
15592,1825,Living Room
15593,1825,Bathroom
15594,1825,Bathroom
15595,1825,Bedroom
15596,1825,Bathroom
15597,1825,Bedroom
15598,1825,Dining Room
15599,1825,Study
15600,1826,Kitchen
15601,1826,Bedroom
15602,1826,Living Room
15603,1826,Study
15604,1826,Study
15605,1826,Living Room
15606,1826,Balcony
15607,1826,Kitchen
15608,1827,Study
15609,1827,Balcony
15610,1827,Balcony
15611,1827,Guest Room
15612,1827,Balcony
15613,1827,Balcony
15614,1827,Bathroom
15615,1827,Guest Room
15616,1827,Living Room
15617,1828,Dining Room
15618,1828,Bathroom
15619,1828,Kitchen
15620,1828,Dining Room
15621,1828,Study
15622,1829,Study
15623,1829,Guest Room
15624,1829,Kitchen
15625,1829,Dining Room
15626,1829,Bathroom
15627,1829,Dining Room
15628,1829,Bedroom
15629,1829,Dining Room
15630,1829,Balcony
15631,1829,Study
15632,1829,Study
15633,1830,Bedroom
15634,1830,Kitchen
15635,1830,Bathroom
15636,1830,Balcony
15637,1830,Living Room
15638,1831,Guest Room
15639,1831,Living Room
15640,1831,Bathroom
15641,1831,Dining Room
15642,1831,Bathroom
15643,1831,Balcony
15644,1831,Bedroom
15645,1831,Bedroom
15646,1832,Balcony
15647,1832,Study
15648,1832,Bedroom
15649,1832,Living Room
15650,1832,Bedroom
15651,1833,Guest Room
15652,1833,Study
15653,1833,Dining Room
15654,1833,Dining Room
15655,1833,Balcony
15656,1833,Kitchen
15657,1833,Living Room
15658,1833,Guest Room
15659,1833,Bathroom
15660,1833,Dining Room
15661,1833,Bathroom
15662,1834,Living Room
15663,1834,Bedroom
15664,1834,Living Room
15665,1834,Guest Room
15666,1834,Bathroom
15667,1834,Balcony
15668,1834,Kitchen
15669,1834,Study
15670,1834,Kitchen
15671,1835,Guest Room
15672,1835,Bathroom
15673,1835,Balcony
15674,1835,Bathroom
15675,1835,Study
15676,1835,Guest Room
15677,1835,Bathroom
15678,1835,Kitchen
15679,1835,Kitchen
15680,1835,Balcony
15681,1836,Bathroom
15682,1836,Kitchen
15683,1836,Bathroom
15684,1836,Dining Room
15685,1836,Kitchen
15686,1836,Bedroom
15687,1836,Living Room
15688,1836,Guest Room
15689,1836,Bedroom
15690,1836,Guest Room
15691,1836,Study
15692,1837,Study
15693,1837,Bedroom
15694,1837,Guest Room
15695,1837,Balcony
15696,1837,Guest Room
15697,1837,Guest Room
15698,1837,Kitchen
15699,1837,Study
15700,1837,Dining Room
15701,1838,Living Room
15702,1838,Dining Room
15703,1838,Kitchen
15704,1838,Living Room
15705,1838,Guest Room
15706,1838,Kitchen
15707,1838,Guest Room
15708,1838,Guest Room
15709,1838,Dining Room
15710,1838,Guest Room
15711,1838,Study
15712,1839,Study
15713,1839,Living Room
15714,1839,Kitchen
15715,1839,Guest Room
15716,1839,Balcony
15717,1839,Balcony
15718,1840,Living Room
15719,1840,Dining Room
15720,1840,Bathroom
15721,1840,Bedroom
15722,1840,Living Room
15723,1840,Bathroom
15724,1840,Living Room
15725,1840,Balcony
15726,1841,Living Room
15727,1841,Living Room
15728,1841,Guest Room
15729,1841,Study
15730,1841,Living Room
15731,1841,Kitchen
15732,1842,Dining Room
15733,1842,Bathroom
15734,1842,Balcony
15735,1842,Living Room
15736,1842,Living Room
15737,1842,Balcony
15738,1842,Balcony
15739,1843,Kitchen
15740,1843,Balcony
15741,1843,Bathroom
15742,1843,Dining Room
15743,1843,Study
15744,1843,Kitchen
15745,1843,Bathroom
15746,1843,Dining Room
15747,1844,Living Room
15748,1844,Study
15749,1844,Bedroom
15750,1844,Kitchen
15751,1844,Study
15752,1844,Bathroom
15753,1844,Kitchen
15754,1844,Kitchen
15755,1845,Balcony
15756,1845,Bedroom
15757,1845,Living Room
15758,1845,Living Room
15759,1845,Bathroom
15760,1845,Living Room
15761,1845,Bathroom
15762,1845,Bedroom
15763,1845,Bedroom
15764,1845,Bedroom
15765,1845,Bedroom
15766,1845,Bathroom
15767,1846,Guest Room
15768,1846,Guest Room
15769,1846,Dining Room
15770,1846,Living Room
15771,1846,Balcony
15772,1846,Guest Room
15773,1846,Living Room
15774,1846,Bedroom
15775,1846,Dining Room
15776,1847,Balcony
15777,1847,Kitchen
15778,1847,Study
15779,1847,Study
15780,1847,Guest Room
15781,1847,Dining Room
15782,1848,Guest Room
15783,1848,Study
15784,1848,Guest Room
15785,1848,Kitchen
15786,1848,Living Room
15787,1848,Bedroom
15788,1848,Bedroom
15789,1848,Bathroom
15790,1848,Bedroom
15791,1848,Bathroom
15792,1848,Guest Room
15793,1849,Kitchen
15794,1849,Dining Room
15795,1849,Living Room
15796,1849,Kitchen
15797,1849,Kitchen
15798,1849,Balcony
15799,1849,Kitchen
15800,1849,Bathroom
15801,1849,Balcony
15802,1849,Kitchen
15803,1850,Bedroom
15804,1850,Kitchen
15805,1850,Dining Room
15806,1850,Balcony
15807,1850,Dining Room
15808,1850,Study
15809,1850,Dining Room
15810,1850,Bathroom
15811,1851,Study
15812,1851,Bedroom
15813,1851,Balcony
15814,1851,Study
15815,1851,Balcony
15816,1852,Bathroom
15817,1852,Balcony
15818,1852,Kitchen
15819,1852,Bathroom
15820,1852,Kitchen
15821,1852,Guest Room
15822,1852,Bedroom
15823,1852,Dining Room
15824,1853,Guest Room
15825,1853,Guest Room
15826,1853,Study
15827,1853,Bathroom
15828,1853,Balcony
15829,1853,Guest Room
15830,1853,Bathroom
15831,1853,Balcony
15832,1854,Bedroom
15833,1854,Kitchen
15834,1854,Balcony
15835,1854,Study
15836,1854,Bathroom
15837,1854,Bathroom
15838,1854,Guest Room
15839,1854,Balcony
15840,1854,Dining Room
15841,1855,Guest Room
15842,1855,Dining Room
15843,1855,Dining Room
15844,1855,Kitchen
15845,1855,Bedroom
15846,1855,Living Room
15847,1856,Guest Room
15848,1856,Guest Room
15849,1856,Bedroom
15850,1856,Guest Room
15851,1856,Bathroom
15852,1856,Guest Room
15853,1856,Balcony
15854,1856,Guest Room
15855,1856,Bedroom
15856,1856,Balcony
15857,1856,Bedroom
15858,1857,Kitchen
15859,1857,Bathroom
15860,1857,Bedroom
15861,1857,Dining Room
15862,1857,Study
15863,1857,Kitchen
15864,1857,Living Room
15865,1857,Study
15866,1857,Bathroom
15867,1857,Balcony
15868,1857,Balcony
15869,1857,Living Room
15870,1858,Study
15871,1858,Bathroom
15872,1858,Dining Room
15873,1858,Study
15874,1858,Study
15875,1858,Dining Room
15876,1859,Bedroom
15877,1859,Guest Room
15878,1859,Bedroom
15879,1859,Living Room
15880,1859,Balcony
15881,1859,Balcony
15882,1860,Kitchen
15883,1860,Dining Room
15884,1860,Guest Room
15885,1860,Bedroom
15886,1860,Bathroom
15887,1860,Study
15888,1860,Living Room
15889,1860,Study
15890,1861,Living Room
15891,1861,Dining Room
15892,1861,Guest Room
15893,1861,Bedroom
15894,1861,Living Room
15895,1861,Bathroom
15896,1861,Living Room
15897,1861,Bathroom
15898,1862,Guest Room
15899,1862,Kitchen
15900,1862,Study
15901,1862,Living Room
15902,1862,Dining Room
15903,1862,Kitchen
15904,1862,Guest Room
15905,1862,Guest Room
15906,1862,Balcony
15907,1862,Study
15908,1862,Living Room
15909,1862,Study
15910,1863,Living Room
15911,1863,Study
15912,1863,Study
15913,1863,Study
15914,1863,Kitchen
15915,1863,Balcony
15916,1863,Living Room
15917,1864,Kitchen
15918,1864,Living Room
15919,1864,Living Room
15920,1864,Bedroom
15921,1864,Guest Room
15922,1864,Kitchen
15923,1864,Study
15924,1864,Dining Room
15925,1864,Dining Room
15926,1864,Bathroom
15927,1864,Guest Room
15928,1865,Study
15929,1865,Study
15930,1865,Bathroom
15931,1865,Dining Room
15932,1865,Dining Room
15933,1865,Balcony
15934,1865,Kitchen
15935,1865,Balcony
15936,1865,Guest Room
15937,1865,Bedroom
15938,1865,Guest Room
15939,1866,Bathroom
15940,1866,Balcony
15941,1866,Kitchen
15942,1866,Dining Room
15943,1866,Study
15944,1866,Living Room
15945,1866,Dining Room
15946,1867,Guest Room
15947,1867,Dining Room
15948,1867,Bathroom
15949,1867,Guest Room
15950,1867,Study
15951,1867,Bedroom
15952,1867,Bedroom
15953,1867,Living Room
15954,1867,Bedroom
15955,1867,Balcony
15956,1867,Guest Room
15957,1868,Guest Room
15958,1868,Kitchen
15959,1868,Bathroom
15960,1868,Dining Room
15961,1868,Bathroom
15962,1868,Dining Room
15963,1868,Study
15964,1868,Bedroom
15965,1868,Living Room
15966,1869,Balcony
15967,1869,Living Room
15968,1869,Balcony
15969,1869,Study
15970,1869,Bedroom
15971,1869,Kitchen
15972,1869,Bedroom
15973,1869,Balcony
15974,1869,Study
15975,1869,Guest Room
15976,1869,Living Room
15977,1869,Dining Room
15978,1870,Dining Room
15979,1870,Bathroom
15980,1870,Guest Room
15981,1870,Balcony
15982,1870,Guest Room
15983,1870,Guest Room
15984,1871,Bathroom
15985,1871,Bathroom
15986,1871,Kitchen
15987,1871,Bathroom
15988,1871,Bedroom
15989,1872,Guest Room
15990,1872,Dining Room
15991,1872,Balcony
15992,1872,Study
15993,1872,Kitchen
15994,1872,Kitchen
15995,1872,Kitchen
15996,1872,Guest Room
15997,1872,Study
15998,1872,Dining Room
15999,1873,Dining Room
16000,1873,Bathroom
16001,1873,Kitchen
16002,1873,Bedroom
16003,1873,Balcony
16004,1873,Living Room
16005,1873,Bedroom
16006,1873,Balcony
16007,1874,Study
16008,1874,Dining Room
16009,1874,Dining Room
16010,1874,Bathroom
16011,1874,Balcony
16012,1874,Bedroom
16013,1875,Kitchen
16014,1875,Study
16015,1875,Guest Room
16016,1875,Kitchen
16017,1875,Kitchen
16018,1875,Kitchen
16019,1876,Kitchen
16020,1876,Dining Room
16021,1876,Bathroom
16022,1876,Guest Room
16023,1876,Balcony
16024,1876,Bathroom
16025,1876,Guest Room
16026,1876,Study
16027,1876,Dining Room
16028,1876,Bathroom
16029,1876,Living Room
16030,1876,Balcony
16031,1877,Balcony
16032,1877,Guest Room
16033,1877,Living Room
16034,1877,Guest Room
16035,1877,Living Room
16036,1877,Guest Room
16037,1877,Bedroom
16038,1877,Bathroom
16039,1877,Bedroom
16040,1877,Guest Room
16041,1877,Living Room
16042,1877,Living Room
16043,1878,Study
16044,1878,Bedroom
16045,1878,Study
16046,1878,Balcony
16047,1878,Bedroom
16048,1878,Kitchen
16049,1878,Living Room
16050,1878,Kitchen
16051,1878,Living Room
16052,1879,Living Room
16053,1879,Living Room
16054,1879,Living Room
16055,1879,Dining Room
16056,1879,Dining Room
16057,1879,Dining Room
16058,1879,Study
16059,1879,Bedroom
16060,1879,Dining Room
16061,1879,Guest Room
16062,1880,Bathroom
16063,1880,Living Room
16064,1880,Dining Room
16065,1880,Bathroom
16066,1880,Bathroom
16067,1881,Bathroom
16068,1881,Bathroom
16069,1881,Balcony
16070,1881,Bathroom
16071,1881,Study
16072,1881,Guest Room
16073,1881,Bathroom
16074,1882,Guest Room
16075,1882,Guest Room
16076,1882,Bedroom
16077,1882,Bathroom
16078,1882,Study
16079,1882,Living Room
16080,1883,Dining Room
16081,1883,Living Room
16082,1883,Bedroom
16083,1883,Kitchen
16084,1883,Bathroom
16085,1883,Living Room
16086,1883,Dining Room
16087,1883,Kitchen
16088,1883,Bathroom
16089,1883,Balcony
16090,1883,Study
16091,1884,Living Room
16092,1884,Study
16093,1884,Bathroom
16094,1884,Balcony
16095,1884,Bathroom
16096,1884,Balcony
16097,1884,Kitchen
16098,1884,Balcony
16099,1885,Bathroom
16100,1885,Bedroom
16101,1885,Balcony
16102,1885,Bathroom
16103,1885,Guest Room
16104,1885,Living Room
16105,1885,Dining Room
16106,1885,Living Room
16107,1885,Bedroom
16108,1885,Living Room
16109,1885,Living Room
16110,1885,Living Room
16111,1886,Guest Room
16112,1886,Dining Room
16113,1886,Bedroom
16114,1886,Kitchen
16115,1886,Balcony
16116,1886,Bathroom
16117,1886,Dining Room
16118,1887,Study
16119,1887,Kitchen
16120,1887,Guest Room
16121,1887,Dining Room
16122,1887,Dining Room
16123,1887,Guest Room
16124,1887,Balcony
16125,1887,Study
16126,1887,Dining Room
16127,1887,Kitchen
16128,1887,Bathroom
16129,1887,Living Room
16130,1888,Guest Room
16131,1888,Balcony
16132,1888,Bathroom
16133,1888,Bathroom
16134,1888,Bedroom
16135,1889,Balcony
16136,1889,Living Room
16137,1889,Dining Room
16138,1889,Living Room
16139,1889,Balcony
16140,1889,Bedroom
16141,1889,Dining Room
16142,1889,Bedroom
16143,1889,Balcony
16144,1890,Study
16145,1890,Study
16146,1890,Study
16147,1890,Kitchen
16148,1890,Study
16149,1890,Balcony
16150,1891,Bathroom
16151,1891,Living Room
16152,1891,Kitchen
16153,1891,Bedroom
16154,1891,Balcony
16155,1891,Kitchen
16156,1891,Bedroom
16157,1891,Dining Room
16158,1891,Bedroom
16159,1892,Study
16160,1892,Balcony
16161,1892,Dining Room
16162,1892,Guest Room
16163,1892,Balcony
16164,1892,Bedroom
16165,1893,Bathroom
16166,1893,Study
16167,1893,Kitchen
16168,1893,Dining Room
16169,1893,Balcony
16170,1893,Bathroom
16171,1894,Balcony
16172,1894,Bathroom
16173,1894,Dining Room
16174,1894,Kitchen
16175,1894,Bedroom
16176,1894,Living Room
16177,1894,Bathroom
16178,1894,Living Room
16179,1894,Balcony
16180,1894,Living Room
16181,1894,Bathroom
16182,1894,Kitchen
16183,1895,Guest Room
16184,1895,Kitchen
16185,1895,Dining Room
16186,1895,Living Room
16187,1895,Living Room
16188,1895,Bathroom
16189,1895,Study
16190,1895,Bathroom
16191,1895,Bathroom
16192,1895,Study
16193,1895,Dining Room
16194,1896,Dining Room
16195,1896,Dining Room
16196,1896,Dining Room
16197,1896,Dining Room
16198,1896,Kitchen
16199,1897,Study
16200,1897,Kitchen
16201,1897,Living Room
16202,1897,Kitchen
16203,1897,Bedroom
16204,1897,Balcony
16205,1898,Study
16206,1898,Dining Room
16207,1898,Study
16208,1898,Balcony
16209,1898,Balcony
16210,1898,Study
16211,1899,Bathroom
16212,1899,Study
16213,1899,Balcony
16214,1899,Bedroom
16215,1899,Bathroom
16216,1899,Guest Room
16217,1899,Kitchen
16218,1899,Dining Room
16219,1899,Guest Room
16220,1899,Kitchen
16221,1899,Bathroom
16222,1900,Kitchen
16223,1900,Guest Room
16224,1900,Dining Room
16225,1900,Guest Room
16226,1900,Dining Room
16227,1901,Bathroom
16228,1901,Living Room
16229,1901,Living Room
16230,1901,Bedroom
16231,1901,Bedroom
16232,1901,Balcony
16233,1901,Living Room
16234,1901,Bathroom
16235,1902,Guest Room
16236,1902,Bathroom
16237,1902,Dining Room
16238,1902,Bathroom
16239,1902,Balcony
16240,1902,Dining Room
16241,1902,Bathroom
16242,1902,Living Room
16243,1903,Guest Room
16244,1903,Bedroom
16245,1903,Dining Room
16246,1903,Living Room
16247,1903,Living Room
16248,1903,Balcony
16249,1903,Living Room
16250,1904,Bedroom
16251,1904,Balcony
16252,1904,Bathroom
16253,1904,Guest Room
16254,1904,Living Room
16255,1904,Kitchen
16256,1904,Guest Room
16257,1905,Bathroom
16258,1905,Guest Room
16259,1905,Guest Room
16260,1905,Kitchen
16261,1905,Kitchen
16262,1905,Bedroom
16263,1905,Dining Room
16264,1905,Balcony
16265,1905,Kitchen
16266,1905,Bathroom
16267,1905,Guest Room
16268,1905,Bedroom
16269,1906,Study
16270,1906,Kitchen
16271,1906,Bathroom
16272,1906,Bathroom
16273,1906,Kitchen
16274,1906,Dining Room
16275,1906,Kitchen
16276,1906,Study
16277,1907,Bedroom
16278,1907,Bathroom
16279,1907,Dining Room
16280,1907,Guest Room
16281,1907,Dining Room
16282,1907,Study
16283,1907,Living Room
16284,1907,Kitchen
16285,1907,Balcony
16286,1907,Bedroom
16287,1907,Bathroom
16288,1907,Dining Room
16289,1908,Kitchen
16290,1908,Balcony
16291,1908,Kitchen
16292,1908,Dining Room
16293,1908,Kitchen
16294,1908,Bedroom
16295,1908,Study
16296,1908,Bathroom
16297,1908,Dining Room
16298,1908,Guest Room
16299,1909,Balcony
16300,1909,Study
16301,1909,Guest Room
16302,1909,Dining Room
16303,1909,Dining Room
16304,1909,Bathroom
16305,1909,Study
16306,1909,Bathroom
16307,1909,Bedroom
16308,1909,Living Room
16309,1909,Study
16310,1910,Guest Room
16311,1910,Dining Room
16312,1910,Kitchen
16313,1910,Bedroom
16314,1910,Kitchen
16315,1910,Kitchen
16316,1910,Bedroom
16317,1910,Balcony
16318,1910,Kitchen
16319,1911,Bathroom
16320,1911,Kitchen
16321,1911,Balcony
16322,1911,Bathroom
16323,1911,Bedroom
16324,1911,Living Room
16325,1911,Kitchen
16326,1911,Guest Room
16327,1911,Kitchen
16328,1912,Living Room
16329,1912,Bathroom
16330,1912,Living Room
16331,1912,Bathroom
16332,1912,Living Room
16333,1912,Guest Room
16334,1912,Bathroom
16335,1912,Dining Room
16336,1912,Dining Room
16337,1912,Bedroom
16338,1912,Dining Room
16339,1912,Balcony
16340,1913,Living Room
16341,1913,Dining Room
16342,1913,Kitchen
16343,1913,Living Room
16344,1913,Bedroom
16345,1913,Balcony
16346,1913,Bathroom
16347,1914,Living Room
16348,1914,Balcony
16349,1914,Bedroom
16350,1914,Dining Room
16351,1914,Guest Room
16352,1914,Dining Room
16353,1914,Dining Room
16354,1914,Bedroom
16355,1914,Living Room
16356,1915,Bedroom
16357,1915,Kitchen
16358,1915,Bathroom
16359,1915,Kitchen
16360,1915,Bathroom
16361,1916,Bathroom
16362,1916,Dining Room
16363,1916,Balcony
16364,1916,Kitchen
16365,1916,Guest Room
16366,1916,Dining Room
16367,1916,Living Room
16368,1917,Guest Room
16369,1917,Balcony
16370,1917,Bedroom
16371,1917,Balcony
16372,1917,Bedroom
16373,1917,Guest Room
16374,1917,Living Room
16375,1917,Study
16376,1917,Study
16377,1917,Kitchen
16378,1917,Bathroom
16379,1917,Living Room
16380,1918,Guest Room
16381,1918,Study
16382,1918,Study
16383,1918,Bathroom
16384,1918,Balcony
16385,1918,Guest Room
16386,1918,Bathroom
16387,1918,Bedroom
16388,1918,Living Room
16389,1918,Bathroom
16390,1919,Dining Room
16391,1919,Bathroom
16392,1919,Bathroom
16393,1919,Living Room
16394,1919,Bathroom
16395,1919,Kitchen
16396,1919,Living Room
16397,1920,Balcony
16398,1920,Living Room
16399,1920,Balcony
16400,1920,Kitchen
16401,1920,Kitchen
16402,1920,Study
16403,1920,Bathroom
16404,1921,Guest Room
16405,1921,Kitchen
16406,1921,Kitchen
16407,1921,Dining Room
16408,1921,Dining Room
16409,1921,Living Room
16410,1921,Bathroom
16411,1921,Living Room
16412,1921,Bathroom
16413,1921,Dining Room
16414,1921,Dining Room
16415,1921,Bathroom
16416,1922,Bedroom
16417,1922,Guest Room
16418,1922,Guest Room
16419,1922,Study
16420,1922,Balcony
16421,1922,Kitchen
16422,1922,Kitchen
16423,1922,Bathroom
16424,1922,Study
16425,1922,Guest Room
16426,1922,Balcony
16427,1922,Kitchen
16428,1923,Study
16429,1923,Bathroom
16430,1923,Study
16431,1923,Living Room
16432,1923,Study
16433,1923,Living Room
16434,1923,Dining Room
16435,1923,Bathroom
16436,1923,Living Room
16437,1924,Bathroom
16438,1924,Living Room
16439,1924,Guest Room
16440,1924,Kitchen
16441,1924,Balcony
16442,1924,Bathroom
16443,1924,Study
16444,1924,Guest Room
16445,1924,Study
16446,1924,Dining Room
16447,1925,Kitchen
16448,1925,Bedroom
16449,1925,Living Room
16450,1925,Balcony
16451,1925,Balcony
16452,1925,Study
16453,1925,Study
16454,1925,Study
16455,1926,Living Room
16456,1926,Living Room
16457,1926,Bedroom
16458,1926,Balcony
16459,1926,Dining Room
16460,1926,Guest Room
16461,1926,Kitchen
16462,1926,Bathroom
16463,1926,Kitchen
16464,1926,Bathroom
16465,1926,Bathroom
16466,1927,Dining Room
16467,1927,Guest Room
16468,1927,Study
16469,1927,Dining Room
16470,1927,Study
16471,1927,Bedroom
16472,1927,Guest Room
16473,1927,Bathroom
16474,1927,Balcony
16475,1927,Dining Room
16476,1927,Balcony
16477,1928,Dining Room
16478,1928,Study
16479,1928,Living Room
16480,1928,Bedroom
16481,1928,Guest Room
16482,1928,Balcony
16483,1928,Living Room
16484,1929,Bedroom
16485,1929,Dining Room
16486,1929,Dining Room
16487,1929,Dining Room
16488,1929,Guest Room
16489,1929,Dining Room
16490,1929,Bedroom
16491,1929,Kitchen
16492,1930,Kitchen
16493,1930,Living Room
16494,1930,Kitchen
16495,1930,Guest Room
16496,1930,Study
16497,1930,Guest Room
16498,1930,Bedroom
16499,1930,Living Room
16500,1930,Bedroom
16501,1930,Guest Room
16502,1930,Bedroom
16503,1931,Dining Room
16504,1931,Living Room
16505,1931,Study
16506,1931,Dining Room
16507,1931,Bathroom
16508,1931,Guest Room
16509,1931,Bathroom
16510,1931,Bathroom
16511,1931,Bedroom
16512,1931,Kitchen
16513,1931,Kitchen
16514,1932,Kitchen
16515,1932,Bedroom
16516,1932,Dining Room
16517,1932,Bedroom
16518,1932,Guest Room
16519,1932,Kitchen
16520,1932,Balcony
16521,1932,Living Room
16522,1932,Bedroom
16523,1932,Kitchen
16524,1932,Living Room
16525,1932,Balcony
16526,1933,Study
16527,1933,Balcony
16528,1933,Bathroom
16529,1933,Kitchen
16530,1933,Study
16531,1933,Balcony
16532,1934,Study
16533,1934,Bedroom
16534,1934,Bedroom
16535,1934,Guest Room
16536,1934,Dining Room
16537,1934,Bathroom
16538,1934,Bedroom
16539,1934,Bedroom
16540,1934,Balcony
16541,1935,Bedroom
16542,1935,Study
16543,1935,Balcony
16544,1935,Bedroom
16545,1935,Living Room
16546,1935,Dining Room
16547,1935,Dining Room
16548,1935,Living Room
16549,1936,Balcony
16550,1936,Dining Room
16551,1936,Dining Room
16552,1936,Balcony
16553,1936,Living Room
16554,1936,Kitchen
16555,1936,Guest Room
16556,1936,Guest Room
16557,1936,Living Room
16558,1936,Study
16559,1936,Balcony
16560,1936,Guest Room
16561,1937,Balcony
16562,1937,Study
16563,1937,Study
16564,1937,Bedroom
16565,1937,Balcony
16566,1937,Dining Room
16567,1937,Bedroom
16568,1937,Study
16569,1937,Dining Room
16570,1937,Living Room
16571,1937,Kitchen
16572,1937,Dining Room
16573,1938,Bedroom
16574,1938,Kitchen
16575,1938,Balcony
16576,1938,Bathroom
16577,1938,Bedroom
16578,1938,Kitchen
16579,1938,Living Room
16580,1938,Study
16581,1938,Bedroom
16582,1939,Living Room
16583,1939,Balcony
16584,1939,Guest Room
16585,1939,Study
16586,1939,Dining Room
16587,1939,Guest Room
16588,1939,Bathroom
16589,1939,Balcony
16590,1939,Bathroom
16591,1940,Bedroom
16592,1940,Dining Room
16593,1940,Balcony
16594,1940,Kitchen
16595,1940,Guest Room
16596,1940,Bathroom
16597,1940,Bedroom
16598,1940,Dining Room
16599,1940,Balcony
16600,1940,Living Room
16601,1940,Balcony
16602,1941,Guest Room
16603,1941,Bedroom
16604,1941,Bathroom
16605,1941,Bathroom
16606,1941,Living Room
16607,1941,Bedroom
16608,1941,Living Room
16609,1941,Kitchen
16610,1941,Kitchen
16611,1941,Study
16612,1942,Balcony
16613,1942,Guest Room
16614,1942,Dining Room
16615,1942,Guest Room
16616,1942,Living Room
16617,1943,Bedroom
16618,1943,Guest Room
16619,1943,Bathroom
16620,1943,Bedroom
16621,1943,Bedroom
16622,1943,Study
16623,1943,Kitchen
16624,1943,Bathroom
16625,1944,Dining Room
16626,1944,Kitchen
16627,1944,Balcony
16628,1944,Bathroom
16629,1944,Dining Room
16630,1944,Kitchen
16631,1944,Bedroom
16632,1944,Balcony
16633,1944,Guest Room
16634,1945,Dining Room
16635,1945,Dining Room
16636,1945,Balcony
16637,1945,Bedroom
16638,1945,Study
16639,1945,Bedroom
16640,1945,Bedroom
16641,1945,Kitchen
16642,1945,Living Room
16643,1945,Kitchen
